generation,individual_id,fitness,wins,draws,losses,depth,search_mode,lmr_min_ply,lmr_full_depth_moves,pawn,knight,bishop,rook,queen,doubled_pawn_penalty,isolated_pawn_penalty,passed_pawn_bonus,protected_pawn_bonus,mobility_bonus,bishop_pair_bonus,king_shield_bonus,undeveloped_minor_penalty
4,120,1.96812,0,2,0,4,instinct,,,120,349,258,420,835,78,25,15,56,3,6,31,69
4,8,2.03188,0,2,0,4,instinct,,,133,204,258,558,835,78,22,49,43,8,11,23,64
4,115,1.98175,0,2,0,4,instinct,,,133,188,346,558,874,70,25,42,56,11,11,23,17
4,29,2.01825,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
5,156,2.03955,0,2,0,4,instinct,,,143,336,258,532,969,7,46,15,42,8,77,26,68
5,125,1.96045,0,2,0,4,instinct,,,123,345,346,481,960,65,23,5,69,9,40,21,15
5,179,1.9819,0,2,0,4,instinct,,,95,301,270,532,887,78,43,7,50,0,11,23,64
5,144,2.0181,0,2,0,4,instinct,,,123,345,279,566,774,65,79,30,64,13,40,52,46
5,188,2.01958,0,2,0,4,instinct,,,123,299,346,530,764,46,23,38,64,11,51,58,20
5,183,1.98042,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
5,95,1.97572,0,2,0,4,instinct,,,123,345,346,481,774,65,23,38,64,15,40,10,15
5,116,2.02428,0,2,0,4,instinct,,,95,245,258,558,835,78,22,15,43,3,11,23,64
5,176,1.99203,0,2,0,4,instinct,,,123,245,258,558,835,74,22,38,64,11,11,23,23
5,117,2.00797,0,2,0,4,instinct,,,143,336,258,532,835,78,46,15,42,8,11,23,68
5,186,2.02851,0,2,0,4,instinct,,,123,345,320,481,863,65,43,7,41,11,51,21,15
5,181,1.97149,0,2,0,4,instinct,,,143,336,280,591,845,78,46,15,42,13,80,27,60
5,153,2.01341,0,2,0,4,instinct,,,124,299,253,530,863,74,22,7,41,3,6,23,20
5,8,1.98659,0,2,0,4,instinct,,,133,204,258,558,835,78,22,49,43,8,11,23,64
5,152,2.0242,0,2,0,4,instinct,,,143,336,277,566,940,68,46,15,42,13,80,31,68
5,191,1.9758,0,2,0,4,instinct,,,143,193,258,565,835,78,46,11,43,8,6,31,70
5,187,1.94266,0,2,0,4,instinct,,,123,345,267,446,738,65,23,38,62,13,40,58,46
5,118,2.05734,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
5,184,1.98282,0,2,0,4,instinct,,,119,301,320,530,863,46,46,7,41,11,45,21,20
5,146,2.01718,0,2,0,4,instinct,,,126,299,270,532,863,46,43,7,42,1,51,21,68
5,189,2.04079,0,2,0,4,instinct,,,119,342,290,566,846,65,25,15,56,3,40,52,64
5,29,1.95921,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
5,182,2.04419,0,2,0,4,instinct,,,126,299,258,530,835,78,43,7,42,8,51,23,28
5,151,1.95581,0,2,0,4,instinct,,,123,336,279,481,774,65,23,30,42,15,77,10,46
5,185,2.00581,0,2,0,4,instinct,,,123,245,271,558,960,72,23,15,65,5,11,25,57
5,178,1.99419,0,2,0,4,instinct,,,128,336,261,566,774,66,46,30,42,16,40,52,75
5,190,2.0487,0,2,0,4,instinct,,,123,207,278,481,960,80,23,1,69,9,40,26,15
5,112,1.9513,0,2,0,4,instinct,,,133,204,258,558,835,78,79,49,43,8,40,23,64
5,159,1.99906,0,2,0,4,instinct,,,120,349,258,420,835,78,25,15,56,3,11,23,64
5,180,2.00094,0,2,0,4,instinct,,,143,350,346,475,945,7,38,5,69,5,77,29,68
5,149,2.05486,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
5,177,1.94514,0,2,0,4,instinct,,,129,218,251,558,835,70,20,45,43,8,11,23,64
6,156,2.00422,0,2,0,4,instinct,,,143,336,258,532,969,7,46,15,42,8,77,26,68
6,117,1.99578,0,2,0,4,instinct,,,143,336,258,532,835,78,46,15,42,8,11,23,68
6,149,2.01142,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
6,152,1.98858,0,2,0,4,instinct,,,143,336,277,566,940,68,46,15,42,13,80,31,68
6,222,2.05264,0,2,0,4,instinct,,,143,299,277,566,940,68,22,15,41,3,6,31,68
6,211,1.94736,0,2,0,4,instinct,,,119,207,290,566,846,80,23,15,56,9,40,52,64
6,144,1.97387,0,2,0,4,instinct,,,123,345,279,566,774,65,79,30,64,13,40,52,46
6,213,2.02613,0,2,0,4,instinct,,,123,345,339,530,764,74,26,7,47,11,40,55,23
6,208,1.97801,0,2,0,4,instinct,,,119,326,276,566,846,65,25,15,60,13,40,52,70
6,189,2.02199,0,2,0,4,instinct,,,119,342,290,566,846,65,25,15,56,3,40,52,64
6,118,2.02437,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
6,223,1.97563,0,2,0,4,instinct,,,141,340,258,530,969,78,20,15,42,0,11,26,64
6,116,2.0146,0,2,0,4,instinct,,,95,245,258,558,835,78,22,15,43,3,11,23,64
6,218,1.9854,0,2,0,4,instinct,,,123,299,296,519,764,80,17,6,64,9,51,58,20
6,210,1.95964,0,2,0,4,instinct,,,143,336,258,532,969,78,22,15,42,3,11,26,64
6,209,2.04036,0,2,0,4,instinct,,,141,336,271,532,969,7,23,10,60,6,72,24,64
6,216,1.98319,0,2,0,4,instinct,,,123,207,278,432,960,80,23,38,69,9,40,26,23
6,185,2.01681,0,2,0,4,instinct,,,123,245,271,558,960,72,23,15,65,5,11,25,57
6,214,1.98479,0,2,0,4,instinct,,,123,345,279,551,960,80,19,30,64,13,40,33,54
6,146,2.01521,0,2,0,4,instinct,,,126,299,270,532,863,46,43,7,42,1,51,21,68
6,153,1.99032,0,2,0,4,instinct,,,124,299,253,530,863,74,22,7,41,3,6,23,20
6,220,2.00968,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
6,182,2.01354,0,2,0,4,instinct,,,126,299,258,530,835,78,43,7,42,8,51,23,28
6,180,1.98646,0,2,0,4,instinct,,,143,350,346,475,945,7,38,5,69,5,77,29,68
6,217,1.9602,0,2,0,4,instinct,,,119,342,253,583,835,65,25,13,43,5,11,28,64
6,188,2.0398,0,2,0,4,instinct,,,123,299,346,530,764,46,23,38,64,11,51,58,20
6,186,2.01718,0,2,0,4,instinct,,,123,345,320,481,863,65,43,7,41,11,51,21,15
6,219,1.98282,0,2,0,4,instinct,,,123,299,320,481,764,65,43,38,64,11,51,21,20
6,212,2.04441,0,2,0,4,instinct,,,143,336,258,532,969,68,46,7,37,6,80,32,68
6,221,1.95559,0,2,0,4,instinct,,,143,345,279,566,774,68,79,15,64,13,80,52,46
6,190,1.98092,0,2,0,4,instinct,,,123,207,278,481,960,80,23,1,69,9,40,26,15
6,215,2.01908,0,2,0,4,instinct,,,123,207,268,481,960,74,25,38,69,11,40,30,23
7,189,1.97881,0,2,0,4,instinct,,,119,342,290,566,846,65,25,15,56,3,40,52,64
7,222,2.02119,0,2,0,4,instinct,,,143,299,277,566,940,68,22,15,41,3,6,31,68
7,249,1.96461,0,2,0,4,instinct,,,123,299,258,532,969,46,46,7,37,11,51,58,20
7,188,2.03539,0,2,0,4,instinct,,,123,299,346,530,764,46,23,38,64,11,51,58,20
7,245,1.99259,0,2,0,4,instinct,,,119,342,271,532,969,7,25,10,60,3,72,24,64
7,241,2.00741,0,2,0,4,instinct,,,141,333,287,544,764,13,28,38,64,11,51,24,20
7,146,1.99349,0,2,0,4,instinct,,,126,299,270,532,863,46,43,7,42,1,51,21,68
7,118,2.00651,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
7,116,1.98291,0,2,0,4,instinct,,,95,245,258,558,835,78,22,15,43,3,11,23,64
7,250,2.01709,0,2,0,4,instinct,,,144,336,258,581,969,67,46,15,33,4,80,29,68
7,247,1.9945,0,2,0,4,instinct,,,123,299,346,566,940,68,22,15,41,3,40,31,68
7,248,2.0055,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
7,254,1.96577,0,2,0,4,instinct,,,141,299,271,532,969,68,23,10,41,6,6,24,68
7,213,2.03423,0,2,0,4,instinct,,,123,345,339,530,764,74,26,7,47,11,40,55,23
7,182,1.9818,0,2,0,4,instinct,,,126,299,258,530,835,78,43,7,42,8,51,23,28
7,240,2.0182,0,2,0,4,instinct,,,123,345,346,435,764,74,23,38,70,11,40,30,20
7,251,2.02062,0,2,0,4,instinct,,,141,336,271,481,896,10,23,12,41,9,44,24,8
7,243,1.97938,0,2,0,4,instinct,,,118,342,290,544,846,65,25,15,56,3,40,52,65
7,212,1.97653,0,2,0,4,instinct,,,143,336,258,532,969,68,46,7,37,6,80,32,68
7,220,2.02347,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
7,244,1.95038,0,2,0,4,instinct,,,129,245,271,432,764,67,23,38,64,11,12,58,23
7,252,2.04962,0,2,0,4,instinct,,,143,336,277,525,969,68,40,13,58,1,10,58,68
7,253,2.02119,0,2,0,4,instinct,,,123,299,284,558,927,39,43,0,42,5,53,25,50
7,209,1.97881,0,2,0,4,instinct,,,141,336,271,532,969,7,23,10,60,6,72,24,64
7,185,1.96971,0,2,0,4,instinct,,,123,245,271,558,960,72,23,15,65,5,11,25,57
7,255,2.03029,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
7,156,1.99266,0,2,0,4,instinct,,,143,336,258,532,969,7,46,15,42,8,77,26,68
7,149,2.00734,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
7,242,1.98106,0,2,0,4,instinct,,,143,336,261,481,960,74,26,38,37,9,42,30,68
7,186,2.01894,0,2,0,4,instinct,,,123,345,320,481,863,65,43,7,41,11,51,21,15
7,215,1.9995,0,2,0,4,instinct,,,123,207,268,481,960,74,25,38,69,11,40,30,23
7,246,2.0005,0,2,0,4,instinct,,,140,245,258,558,969,78,15,16,60,6,3,24,64
8,251,1.98776,0,2,0,4,instinct,,,141,336,271,481,896,10,23,12,41,9,44,24,8
8,286,2.01224,0,2,0,4,instinct,,,123,345,296,435,764,74,19,38,70,11,40,30,23
8,281,2.0009,0,2,0,4,instinct,,,140,303,277,574,969,68,35,13,58,1,9,33,68
8,149,1.9991,0,2,0,4,instinct,,,126,299,320,530,863,46,43,7,41,11,51,21,20
8,186,1.99456,0,2,0,4,instinct,,,123,345,320,481,863,65,43,7,41,11,51,21,15
8,241,2.00544,0,2,0,4,instinct,,,141,333,287,544,764,13,28,38,64,11,51,24,20
8,272,1.98612,0,2,0,4,instinct,,,143,336,277,525,976,68,43,14,61,1,45,58,68
8,246,2.01388,0,2,0,4,instinct,,,140,245,258,558,969,78,15,16,60,6,3,24,64
8,255,2.02372,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
8,213,1.97628,0,2,0,4,instinct,,,123,345,339,530,764,74,26,7,47,11,40,55,23
8,222,1.99179,0,2,0,4,instinct,,,143,299,277,566,940,68,22,15,41,3,6,31,68
8,220,2.00821,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
8,253,2.05121,0,2,0,4,instinct,,,123,299,284,558,927,39,43,0,42,5,53,25,50
8,252,1.94879,0,2,0,4,instinct,,,143,336,277,525,969,68,40,13,58,1,10,58,68
8,287,2.02128,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
8,285,1.97872,0,2,0,4,instinct,,,140,299,258,530,764,46,15,38,64,11,51,58,64
8,240,1.9848,0,2,0,4,instinct,,,123,345,346,435,764,74,23,38,70,11,40,30,20
8,280,2.0152,0,2,0,4,instinct,,,141,322,270,523,791,13,34,12,41,9,44,22,8
8,283,1.96778,0,2,0,4,instinct,,,143,336,259,525,969,68,35,15,58,3,3,56,60
8,282,2.03222,0,2,0,4,instinct,,,123,345,346,432,851,74,23,38,64,11,43,58,23
8,276,1.97477,0,2,0,4,instinct,,,118,336,329,513,726,68,48,13,58,11,51,66,68
8,279,2.02523,0,2,0,4,instinct,,,141,336,271,500,942,9,40,4,61,11,40,55,73
8,250,2.00435,0,2,0,4,instinct,,,144,336,258,581,969,67,46,15,33,4,80,29,68
8,188,1.99565,0,2,0,4,instinct,,,123,299,346,530,764,46,23,38,64,11,51,58,20
8,277,2.0152,0,2,0,4,instinct,,,135,336,271,481,868,10,23,13,41,7,39,24,5
8,275,1.9848,0,2,0,4,instinct,,,141,299,268,579,970,68,22,15,41,4,6,31,69
8,248,2.0355,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
8,284,1.9645,0,2,0,4,instinct,,,143,319,258,525,969,2,40,19,58,0,40,58,68
8,273,1.97585,0,2,0,4,instinct,,,123,299,284,558,940,68,43,0,41,3,6,25,68
8,278,2.02415,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
8,274,1.98342,0,2,0,4,instinct,,,135,327,258,558,821,80,19,11,56,2,47,24,23
8,118,2.01658,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
9,248,2.00108,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
9,278,1.99892,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
9,305,2.00055,0,2,0,4,instinct,,,123,299,277,502,927,39,22,0,42,5,50,25,50
9,118,1.99945,0,2,0,4,instinct,,,123,345,346,432,764,74,23,38,64,11,40,58,23
9,241,1.98936,0,2,0,4,instinct,,,141,333,287,544,764,13,28,38,64,11,51,24,20
9,277,2.01064,0,2,0,4,instinct,,,135,336,271,481,868,10,23,13,41,7,39,24,5
9,311,1.9796,0,2,0,4,instinct,,,123,345,328,432,851,69,43,0,64,5,53,27,50
9,255,2.0204,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
9,282,1.9973,0,2,0,4,instinct,,,123,345,346,432,851,74,23,38,64,11,43,58,23
9,286,2.0027,0,2,0,4,instinct,,,123,345,296,435,764,74,19,38,70,11,40,30,23
9,319,2.00288,0,2,0,4,instinct,,,123,327,271,486,942,74,19,4,64,10,43,55,73
9,315,1.99712,0,2,0,4,instinct,,,122,345,346,432,851,62,31,35,70,11,43,52,15
9,250,1.99401,0,2,0,4,instinct,,,144,336,258,581,969,67,46,15,33,4,80,29,68
9,317,2.00599,0,2,0,4,instinct,,,150,336,270,525,791,7,34,12,61,9,44,58,68
9,304,2.01716,0,2,0,4,instinct,,,146,299,258,558,922,39,40,0,42,5,40,58,68
9,309,1.98284,0,2,0,4,instinct,,,123,336,271,444,836,7,23,8,60,14,72,24,20
9,279,1.9833,0,2,0,4,instinct,,,141,336,271,500,942,9,40,4,61,11,40,55,73
9,316,2.0167,0,2,0,4,instinct,,,123,322,270,523,791,39,43,12,42,5,53,25,50
9,310,2.01115,0,2,0,4,instinct,,,141,322,346,523,851,74,34,12,41,9,43,22,23
9,318,1.98885,0,2,0,4,instinct,,,123,329,296,420,764,80,19,34,65,11,37,25,23
9,313,2.00556,0,2,0,4,instinct,,,119,338,258,558,989,69,19,15,53,5,7,24,16
9,253,1.99444,0,2,0,4,instinct,,,123,299,284,558,927,39,43,0,42,5,53,25,50
9,307,2.00729,0,2,0,4,instinct,,,124,331,272,426,851,39,25,33,64,5,43,25,48
9,306,1.99271,0,2,0,4,instinct,,,124,292,346,432,783,39,40,38,44,5,50,25,23
9,280,1.98291,0,2,0,4,instinct,,,141,322,270,523,791,13,34,12,41,9,44,22,8
9,314,2.01709,0,2,0,4,instinct,,,123,303,284,558,969,68,35,0,58,5,9,25,68
9,308,1.98141,0,2,0,4,instinct,,,135,336,284,481,927,39,43,0,42,7,53,24,5
9,281,2.01859,0,2,0,4,instinct,,,140,303,277,574,969,68,35,13,58,1,9,33,68
9,287,2.04337,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
9,246,1.95663,0,2,0,4,instinct,,,140,245,258,558,969,78,15,16,60,6,3,24,64
9,312,2.02792,0,2,0,4,instinct,,,136,336,271,505,848,10,23,13,41,7,32,20,4
9,220,1.97208,0,2,0,4,instinct,,,143,336,258,525,976,7,40,13,61,11,40,58,68
10,310,2.03084,0,2,0,4,instinct,,,141,322,346,523,851,74,34,12,41,9,43,22,23
10,348,1.96916,0,2,0,4,instinct,,,119,347,256,510,848,68,23,15,55,14,50,20,2
10,341,2.02883,0,2,0,4,instinct,,,146,325,296,526,824,69,19,15,59,3,43,45,23
10,317,1.97117,0,2,0,4,instinct,,,150,336,270,525,791,7,34,12,61,9,44,58,68
10,314,2.02271,0,2,0,4,instinct,,,123,303,284,558,969,68,35,0,58,5,9,25,68
10,281,1.97729,0,2,0,4,instinct,,,140,303,277,574,969,68,35,13,58,1,9,33,68
10,350,1.9922,0,2,0,4,instinct,,,123,315,278,464,847,74,16,13,36,7,43,20,2
10,345,2.0078,0,2,0,4,instinct,,,134,299,346,558,922,74,28,16,42,3,33,29,15
10,286,1.98571,0,2,0,4,instinct,,,123,345,296,435,764,74,19,38,70,11,40,30,23
10,277,2.01429,0,2,0,4,instinct,,,135,336,271,481,868,10,23,13,41,7,39,24,5
10,319,1.98959,0,2,0,4,instinct,,,123,327,271,486,942,74,19,4,64,10,43,55,73
10,305,2.01041,0,2,0,4,instinct,,,123,299,277,502,927,39,22,0,42,5,50,25,50
10,316,1.98232,0,2,0,4,instinct,,,123,322,270,523,791,39,43,12,42,5,53,25,50
10,338,2.01768,0,2,0,4,instinct,,,123,336,271,424,764,10,19,13,70,10,40,30,5
10,304,1.98666,0,2,0,4,instinct,,,146,299,258,558,922,39,40,0,42,5,40,58,68
10,349,2.01334,0,2,0,4,instinct,,,146,299,258,558,940,68,22,15,49,11,50,58,15
10,339,1.99348,0,2,0,4,instinct,,,131,336,258,542,839,10,23,13,38,5,32,20,8
10,255,2.00652,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
10,347,1.98259,0,2,0,4,instinct,,,146,306,284,558,922,68,35,0,42,8,10,58,60
10,340,2.01741,0,2,0,4,instinct,,,143,331,284,525,851,40,25,29,61,10,43,59,45
10,336,2.00405,0,2,0,4,instinct,,,124,336,272,481,851,39,25,13,41,5,39,24,48
10,344,1.99595,0,2,0,4,instinct,,,123,322,270,523,856,10,23,13,41,8,35,20,4
10,343,1.97283,0,2,0,4,instinct,,,123,347,296,502,764,74,22,15,49,11,50,21,23
10,287,2.02717,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
10,313,2.01402,0,2,0,4,instinct,,,119,338,258,558,989,69,19,15,53,5,7,24,16
10,307,1.98598,0,2,0,4,instinct,,,124,331,272,426,851,39,25,33,64,5,43,25,48
10,346,1.99035,0,2,0,4,instinct,,,146,299,346,558,913,74,34,12,49,9,40,29,17
10,337,2.00965,0,2,0,4,instinct,,,123,345,296,435,764,74,19,12,41,9,40,22,23
10,312,2.02647,0,2,0,4,instinct,,,136,336,271,505,848,10,23,13,41,7,32,20,4
10,342,1.97353,0,2,0,4,instinct,,,124,332,266,502,851,60,25,33,64,11,50,21,48
10,248,2.01654,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
10,351,1.98346,0,2,0,4,instinct,,,123,327,271,486,942,74,19,38,64,11,40,30,73
11,376,1.97406,0,2,0,4,instinct,,,146,286,278,480,940,75,22,15,57,14,54,21,11
11,336,2.02594,0,2,0,4,instinct,,,124,336,272,481,851,39,25,13,41,5,39,24,48
11,312,1.98776,0,2,0,4,instinct,,,136,336,271,505,848,10,23,13,41,7,32,20,4
11,380,2.01224,0,2,0,4,instinct,,,123,347,277,532,969,68,23,10,49,11,50,24,20
11,340,1.98175,0,2,0,4,instinct,,,143,331,284,525,851,40,25,29,61,10,43,59,45
11,374,2.01825,0,2,0,4,instinct,,,123,345,277,547,927,41,25,29,61,7,42,59,50
11,314,1.97391,0,2,0,4,instinct,,,123,303,284,558,969,68,35,0,58,5,9,25,68
11,313,2.02609,0,2,0,4,instinct,,,119,338,258,558,989,69,19,15,53,5,7,24,16
11,305,2.04353,0,2,0,4,instinct,,,123,299,277,502,927,39,22,0,42,5,50,25,50
11,368,1.95647,0,2,0,4,instinct,,,123,295,284,569,979,68,34,6,58,5,9,25,74
11,277,2.01642,0,2,0,4,instinct,,,135,336,271,481,868,10,23,13,41,7,39,24,5
11,383,1.98358,0,2,0,4,instinct,,,141,322,296,523,927,74,34,12,42,11,50,25,52
11,373,1.9839,0,2,0,4,instinct,,,123,303,271,571,826,12,35,20,58,10,40,20,69
11,381,2.0161,0,2,0,4,instinct,,,125,347,271,519,969,7,22,15,60,10,57,27,20
11,341,1.97781,0,2,0,4,instinct,,,146,325,296,526,824,69,19,15,59,3,43,45,23
11,255,2.02219,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
11,369,1.99949,0,2,0,4,instinct,,,146,322,341,558,851,68,35,15,41,8,50,63,23
11,337,2.00051,0,2,0,4,instinct,,,123,345,296,435,764,74,19,12,41,9,40,22,23
11,371,2.04293,0,2,0,4,instinct,,,123,299,271,532,969,7,29,15,48,11,65,58,15
11,379,1.95707,0,2,0,4,instinct,,,130,350,271,525,967,44,28,15,61,8,43,59,15
11,377,2.00968,0,2,0,4,instinct,,,119,338,296,526,989,69,19,15,59,5,43,24,23
11,378,1.99032,0,2,0,4,instinct,,,146,347,296,502,824,69,22,15,59,11,50,21,15
11,372,2.02089,0,2,0,4,instinct,,,142,322,350,481,868,13,28,9,41,7,45,19,10
11,338,1.97911,0,2,0,4,instinct,,,123,336,271,424,764,10,19,13,70,10,40,30,5
11,248,2.04173,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
11,382,1.95827,0,2,0,4,instinct,,,146,325,296,526,824,69,19,15,59,3,43,45,23
11,345,2.02011,0,2,0,4,instinct,,,134,299,346,558,922,74,28,16,42,3,33,29,15
11,375,1.97989,0,2,0,4,instinct,,,126,338,258,530,989,69,19,15,53,5,7,53,23
11,287,2.01057,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
11,310,1.98943,0,2,0,4,instinct,,,141,322,346,523,851,74,34,12,41,9,43,22,23
11,349,1.99175,0,2,0,4,instinct,,,146,299,258,558,940,68,22,15,49,11,50,58,15
11,370,2.00825,0,2,0,4,instinct,,,123,303,272,481,851,68,25,13,41,5,9,25,48
12,372,1.98462,0,2,0,4,instinct,,,142,322,350,481,868,13,28,9,41,7,45,19,10
12,412,2.01538,0,2,0,4,instinct,,,123,299,277,502,927,41,25,32,42,7,50,25,50
12,345,2.0334,0,2,0,4,instinct,,,134,299,346,558,922,74,28,16,42,3,33,29,15
12,255,1.9666,0,2,0,4,instinct,,,126,338,296,530,851,69,19,15,56,3,43,53,23
12,336,1.99421,0,2,0,4,instinct,,,124,336,272,481,851,39,25,13,41,5,39,24,48
12,313,2.00579,0,2,0,4,instinct,,,119,338,258,558,989,69,19,15,53,5,7,24,16
12,403,1.97221,0,2,0,4,instinct,,,124,319,277,530,851,39,25,23,56,5,36,24,23
12,406,2.02779,0,2,0,4,instinct,,,119,338,258,481,989,13,28,15,53,5,7,24,10
12,414,1.98492,0,2,0,4,instinct,,,123,322,265,481,868,7,24,9,48,11,64,19,23
12,381,2.01508,0,2,0,4,instinct,,,125,347,271,519,969,7,22,15,60,10,57,27,20
12,374,2.00459,0,2,0,4,instinct,,,123,345,277,547,927,41,25,29,61,7,42,59,50
12,411,1.99541,0,2,0,4,instinct,,,130,291,287,483,921,39,25,8,42,4,50,19,50
12,413,1.98874,0,2,0,4,instinct,,,126,338,280,519,986,7,29,15,55,10,45,53,20
12,405,2.01126,0,2,0,4,instinct,,,126,317,308,531,969,7,29,20,41,3,51,58,23
12,380,2.00054,0,2,0,4,instinct,,,123,347,277,532,969,68,23,10,49,11,50,24,20
12,371,1.99946,0,2,0,4,instinct,,,123,299,271,532,969,7,29,15,48,11,65,58,15
12,248,2.02203,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
12,277,1.97797,0,2,0,4,instinct,,,135,336,271,481,868,10,23,13,41,7,39,24,5
12,337,1.99478,0,2,0,4,instinct,,,123,345,296,435,764,74,19,12,41,9,40,22,23
12,410,2.00522,0,2,0,4,instinct,,,123,317,296,436,927,74,26,12,41,6,40,22,23
12,402,1.98018,0,2,0,4,instinct,,,140,322,294,547,927,41,22,29,56,4,45,52,4
12,287,2.01982,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
12,370,2.01741,0,2,0,4,instinct,,,123,303,272,481,851,68,25,13,41,5,9,25,48
12,401,1.98259,0,2,0,4,instinct,,,123,299,277,502,927,14,22,15,48,11,65,58,15
12,400,1.99277,0,2,0,4,instinct,,,119,303,272,558,989,68,25,15,41,5,9,24,48
12,407,2.00723,0,2,0,4,instinct,,,123,299,277,502,927,39,22,0,46,5,56,25,50
12,409,1.98704,0,2,0,4,instinct,,,124,336,255,515,872,39,25,10,60,5,78,24,20
12,408,2.01296,0,2,0,4,instinct,,,134,338,258,558,989,69,19,16,53,5,7,24,15
12,415,2.02011,0,2,0,4,instinct,,,124,330,271,481,838,39,25,19,68,5,35,31,20
12,305,1.97989,0,2,0,4,instinct,,,123,299,277,502,927,39,22,0,42,5,50,25,50
12,404,1.9808,0,2,0,4,instinct,,,123,331,272,502,851,65,22,15,57,9,55,17,9
12,377,2.0192,0,2,0,4,instinct,,,119,338,296,526,989,69,19,15,59,5,43,24,23
13,439,1.99564,0,2,0,4,instinct,,,123,336,346,532,969,74,23,16,42,3,33,29,20
13,434,2.00436,0,2,0,4,instinct,,,121,338,240,485,989,7,28,15,45,2,51,22,20
13,441,2.02022,0,2,0,4,instinct,,,123,303,272,502,975,62,28,13,40,5,44,25,48
13,433,1.97978,0,2,0,4,instinct,,,123,336,272,473,851,5,23,15,60,5,9,32,20
13,442,1.98648,0,2,0,4,instinct,,,120,330,350,557,922,39,28,19,45,5,35,37,15
13,436,2.01352,0,2,0,4,instinct,,,123,338,258,436,927,74,26,16,53,6,7,24,23
13,435,2.01725,0,2,0,4,instinct,,,123,336,284,558,969,2,25,16,42,3,74,29,13
13,380,1.98275,0,2,0,4,instinct,,,123,347,277,532,969,68,23,10,49,11,50,24,20
13,440,1.98805,0,2,0,4,instinct,,,126,338,287,518,989,64,25,32,64,2,50,25,30
13,377,2.01195,0,2,0,4,instinct,,,119,338,296,526,989,69,19,15,59,5,43,24,23
13,447,2.00856,0,2,0,4,instinct,,,123,299,271,502,927,41,17,10,47,8,50,31,20
13,438,1.99144,0,2,0,4,instinct,,,129,320,265,531,989,7,19,16,53,5,7,58,18
13,445,2.01563,0,2,0,4,instinct,,,119,347,258,502,989,68,22,15,49,5,50,21,10
13,381,1.98437,0,2,0,4,instinct,,,125,347,271,519,969,7,22,15,60,10,57,27,20
13,406,1.98612,0,2,0,4,instinct,,,119,338,258,481,989,13,28,15,53,5,7,24,10
13,248,2.01388,0,2,0,4,instinct,,,123,336,271,532,969,7,23,10,60,11,72,24,20
13,287,1.99473,0,2,0,4,instinct,,,123,347,277,502,940,68,22,15,49,11,50,21,15
13,410,2.00527,0,2,0,4,instinct,,,123,317,296,436,927,74,26,12,41,6,40,22,23
13,443,2.03681,0,2,0,4,instinct,,,126,316,272,502,940,1,29,20,41,11,50,13,21
13,313,1.96319,0,2,0,4,instinct,,,119,338,258,558,989,69,19,15,53,5,7,24,16
13,412,2.01075,0,2,0,4,instinct,,,123,299,277,502,927,41,25,32,42,7,50,25,50
13,432,1.98925,0,2,0,4,instinct,,,123,347,277,502,940,68,22,32,49,7,50,21,15
